t,x,y,state
1783371061.32,-1.5519,0.7026,DONE
1783371061.43,-1.5806,0.6913,DONE
1783371061.58,-1.5940,0.7253,DONE
1783371061.72,-1.5210,0.7214,DONE
1783371061.80,-1.5084,0.6618,DONE
1783371061.95,-1.5025,0.7349,DONE
1783371062.07,-1.5001,0.6732,DONE
1783371062.17,-1.5202,0.6927,DONE
1783371062.33,-1.5398,0.7632,DONE
1783371062.44,-1.5384,0.7065,DONE
1783371062.61,-1.5356,0.7206,DONE
1783371062.77,-1.5274,0.6783,DONE
1783371063.01,-1.5517,0.6867,DONE
1783371063.08,-1.5517,0.6867,DONE
1783371063.12,-1.5390,0.6705,DONE
1783371063.24,-1.5390,0.6705,DONE
1783371063.40,-1.5242,0.6708,DONE
1783371063.46,-1.5242,0.6708,SEARCH_CONE
1783371063.57,-1.5309,0.6688,DONE
1783371063.71,-1.5337,0.6713,DONE
1783371063.81,-1.5398,0.6835,DONE
1783371063.94,-1.5535,0.6889,DONE
1783371064.05,-1.5417,0.6970,DONE
1783371064.19,-1.5170,0.6822,DONE
1783371064.32,-1.5399,0.6813,DONE
1783371064.46,-1.5336,0.6820,SEARCH_CONE
1783371064.58,-1.5379,0.6652,DONE
1783371064.69,-1.5297,0.6777,DONE
1783371064.81,-1.5261,0.6768,DONE
1783371064.95,-1.5213,0.6622,DONE
1783371065.08,-1.5213,0.6622,DONE
1783371065.20,-1.5025,0.6460,DONE
1783371065.30,-1.5025,0.6460,DONE
1783371065.52,-1.5025,0.6460,DONE
1783371065.63,-1.5025,0.6460,DONE
1783371065.70,-1.4588,0.6052,DONE
1783371065.87,-1.4588,0.6052,DONE
1783371065.95,-1.4588,0.6052,DONE
1783371066.09,-1.4588,0.6052,DONE
1783371066.24,-1.4108,0.5663,DONE
1783371066.35,-1.4108,0.5663,DONE
1783371066.46,-1.4108,0.5663,SEARCH_CONE
1783371066.58,-1.4108,0.5663,DONE
1783371066.71,-1.4108,0.5663,SEARCH_CONE
1783371066.83,-1.3576,0.5140,DONE
1783371066.95,-1.3576,0.5140,DONE
1783371067.08,-1.3576,0.5140,DONE
1783371067.19,-1.3576,0.5140,DONE
1783371067.35,-1.3225,0.4770,DONE
1783371067.46,-1.3225,0.4770,SEARCH_CONE
1783371067.61,-1.3225,0.4770,DONE
1783371067.74,-1.3225,0.4770,DONE
1783371067.83,-1.3225,0.4770,DONE
1783371067.93,-1.3225,0.4770,DONE
1783371068.10,-1.3225,0.4770,DONE
1783371068.27,-1.3225,0.4770,DONE
1783371068.35,-1.3225,0.4770,DONE
1783371068.46,-1.3225,0.4770,SEARCH_CONE
1783371068.60,-1.3225,0.4770,DONE
1783371068.71,-1.3225,0.4770,SEARCH_CONE
1783371068.86,-1.2826,0.4393,DONE
1783371069.01,-1.2826,0.4393,DONE
1783371069.08,-1.2826,0.4393,DONE
1783371069.23,-1.2826,0.4393,DONE
1783371069.30,-1.2826,0.4393,DONE
1783371069.46,-1.2826,0.4393,SEARCH_CONE
1783371069.59,-1.2826,0.4393,DONE
1783371069.74,-1.2525,0.4065,DONE
1783371069.82,-1.2525,0.4065,DONE
1783371069.93,-1.2525,0.4065,DONE
1783371070.08,-1.2177,0.3864,DONE
1783371070.21,-1.2177,0.3864,DONE
1783371070.32,-1.2027,0.3770,DONE
1783371070.46,-1.2027,0.3770,DONE
1783371070.56,-1.1878,0.3743,DONE
1783371070.70,-1.1878,0.3743,DONE
1783371070.83,-1.1878,0.3743,DONE
1783371070.96,-1.1878,0.3743,SEARCH_CONE
1783371071.07,-1.1878,0.3743,DONE
1783371071.19,-1.1878,0.3743,DONE
1783371071.33,-1.1878,0.3743,DONE
1783371071.45,-1.1878,0.3743,DONE
1783371071.60,-1.1878,0.3743,DONE
1783371071.71,-1.1878,0.3743,SEARCH_CONE
1783371071.82,-1.1878,0.3743,DONE
1783371071.97,-1.1878,0.3743,DONE
1783371072.07,-1.1402,0.3480,DONE
1783371072.21,-1.1402,0.3480,DONE
1783371072.33,-1.1402,0.3480,DONE
1783371072.46,-1.1402,0.3480,DONE
1783371072.58,-1.1402,0.3480,DONE
1783371072.69,-1.0872,0.3178,DONE
1783371072.88,-1.0872,0.3178,DONE
1783371072.96,-1.0872,0.3178,SEARCH_CONE
1783371073.09,-1.0872,0.3178,DONE
1783371073.21,-1.0523,0.2900,SEARCH_CONE
1783371073.32,-1.0523,0.2900,DONE
1783371073.45,-1.0523,0.2900,DONE
1783371073.58,-1.0523,0.2900,DONE
1783371073.73,-1.0523,0.2900,DONE
1783371073.83,-1.0523,0.2900,DONE
1783371073.96,-1.0523,0.2900,SEARCH_CONE
1783371074.09,-1.0036,0.2616,DONE
1783371074.19,-1.0036,0.2616,DONE
1783371074.34,-1.0036,0.2616,DONE
1783371074.46,-1.0036,0.2616,SEARCH_CONE
1783371074.58,-1.0036,0.2616,DONE
1783371074.72,-1.0036,0.2616,DONE
1783371074.86,-0.9357,0.2411,DONE
1783371074.96,-0.9357,0.2411,SEARCH_CONE
1783371075.07,-0.9357,0.2411,DONE
1783371075.21,-0.9357,0.2411,SEARCH_CONE
1783371075.33,-0.9087,0.1854,DONE
1783371075.46,-0.9087,0.1854,SEARCH_CONE
1783371075.58,-0.9087,0.1854,DONE
1783371075.70,-0.9087,0.1854,DONE
1783371075.85,-0.9087,0.1854,DONE
1783371075.98,-0.8547,0.1523,DONE
1783371076.08,-0.8547,0.1523,DONE
1783371076.21,-0.8547,0.1523,SEARCH_CONE
1783371076.32,-0.8547,0.1523,DONE
1783371076.46,-0.8547,0.1523,SEARCH_CONE
1783371076.58,-0.8229,0.1293,DONE
1783371076.71,-0.8229,0.1293,SEARCH_CONE
1783371076.85,-0.8114,0.1136,DONE
1783371076.97,-0.8053,0.1054,DONE
1783371077.09,-0.8053,0.1054,DONE
1783371077.24,-0.7897,0.0921,DONE
1783371077.34,-0.7897,0.0921,DONE
1783371077.46,-0.7897,0.0921,SEARCH_CONE
1783371077.59,-0.7766,0.0636,DONE
1783371077.73,-0.7766,0.0636,DONE
1783371077.93,-0.7616,0.0406,DONE
1783371078.03,-0.7616,0.0406,DONE
1783371078.09,-0.7616,0.0406,DONE
1783371078.22,-0.7616,0.0406,DONE
1783371078.37,-0.7357,-0.0056,DONE
1783371078.48,-0.7357,-0.0056,DONE
1783371078.61,-0.7357,-0.0056,DONE
1783371078.71,-0.7202,-0.0397,SEARCH_CONE
1783371078.85,-0.7202,-0.0397,DONE
1783371078.96,-0.7202,-0.0397,DONE
1783371079.10,-0.7202,-0.0397,DONE
1783371079.26,-0.7009,-0.0876,DONE
1783371079.36,-0.7009,-0.0876,DONE
1783371079.47,-0.7009,-0.0876,DONE
1783371079.65,-0.7009,-0.0876,DONE
1783371079.71,-0.6844,-0.1343,DONE
1783371079.86,-0.6844,-0.1343,DONE
1783371080.00,-0.6760,-0.1641,DONE
1783371080.09,-0.6760,-0.1641,DONE
1783371080.23,-0.6746,-0.1845,DONE
1783371080.34,-0.6746,-0.1845,DONE
1783371080.50,-0.6729,-0.2117,DONE
1783371080.66,-0.6729,-0.2117,DONE
1783371080.73,-0.6729,-0.2117,DONE
1783371080.85,-0.6729,-0.2117,DONE
1783371081.00,-0.6684,-0.2629,DONE
1783371081.14,-0.6684,-0.2629,DONE
1783371081.29,-0.6684,-0.2629,DONE
1783371081.39,-0.6684,-0.2629,DONE
1783371081.52,-0.6622,-0.3228,DONE
1783371081.65,-0.6622,-0.3228,DONE
1783371081.75,-0.6622,-0.3228,DONE
1783371081.96,-0.6606,-0.3726,SEARCH_CONE
1783371082.13,-0.6606,-0.3726,DONE
1783371082.19,-0.6606,-0.3726,DONE
1783371082.29,-0.6606,-0.3726,DONE
1783371082.42,-0.6575,-0.4251,DONE
1783371082.50,-0.6575,-0.4251,DONE
1783371082.66,-0.6575,-0.4251,DONE
1783371082.77,-0.6575,-0.4251,DONE
1783371082.96,-0.6531,-0.4806,SEARCH_CONE
1783371083.11,-0.6531,-0.4806,DONE
1783371083.18,-0.6531,-0.4806,DONE
1783371083.29,-0.6531,-0.4806,DONE
1783371083.39,-0.6531,-0.4806,DONE
1783371083.46,-0.6523,-0.5482,SEARCH_CONE
1783371083.69,-0.6523,-0.5482,DONE
1783371083.79,-0.6523,-0.5482,DONE
1783371083.87,-0.6523,-0.5482,DONE
1783371084.03,-0.6524,-0.6002,DONE
1783371084.10,-0.6524,-0.6002,DONE
1783371084.25,-0.6524,-0.6002,DONE
1783371084.40,-0.6524,-0.6002,DONE
1783371084.48,-0.6524,-0.6002,DONE
1783371084.60,-0.6537,-0.6531,DONE
1783371084.72,-0.6537,-0.6531,DONE
1783371084.85,-0.6483,-0.6710,DONE
1783371085.01,-0.6483,-0.6710,DONE
1783371085.11,-0.6491,-0.6908,DONE
1783371085.26,-0.6491,-0.6908,DONE
1783371085.37,-0.6491,-0.6908,DONE
1783371085.50,-0.6491,-0.6908,DONE
1783371085.64,-0.6397,-0.7331,DONE
1783371085.73,-0.6397,-0.7331,DONE
1783371085.86,-0.6397,-0.7331,DONE
1783371086.01,-0.6397,-0.7331,DONE
1783371086.12,-0.6397,-0.7331,DONE
1783371086.29,-0.6277,-0.7920,DONE
1783371086.36,-0.6277,-0.7920,DONE
1783371086.49,-0.6277,-0.7920,DONE
1783371086.62,-0.6277,-0.7920,DONE
1783371086.73,-0.6277,-0.7920,DONE
1783371086.87,-0.6277,-0.7920,DONE
1783371086.97,-0.6026,-0.8542,DONE
1783371087.12,-0.6026,-0.8542,DONE
1783371087.25,-0.6026,-0.8542,DONE
1783371087.35,-0.6026,-0.8542,DONE
1783371087.52,-0.5891,-0.8891,DONE
1783371087.62,-0.5891,-0.8891,DONE
1783371087.76,-0.5891,-0.8891,DONE
1783371087.86,-0.5891,-0.8891,DONE
1783371087.98,-0.5891,-0.8891,DONE
1783371088.10,-0.5848,-0.9262,DONE
1783371088.24,-0.5848,-0.9262,DONE
1783371088.36,-0.5848,-0.9262,DONE
1783371088.52,-0.5848,-0.9262,DONE
1783371088.61,-0.5848,-0.9262,DONE
1783371088.71,-0.5848,-0.9262,SEARCH_CONE
1783371088.89,-0.5726,-0.9732,DONE
1783371088.98,-0.5726,-0.9732,DONE
1783371089.11,-0.5726,-0.9732,DONE
1783371089.23,-0.5726,-0.9732,DONE
1783371089.40,-0.5642,-1.0247,DONE
1783371089.57,-0.5642,-1.0247,DONE
1783371089.66,-0.5642,-1.0247,DONE
1783371089.79,-0.5642,-1.0247,DONE
1783371089.89,-0.5642,-1.0247,DONE
1783371090.03,-0.5570,-1.0852,DONE
1783371090.18,-0.5570,-1.0852,DONE
1783371090.29,-0.5570,-1.0852,DONE
1783371090.45,-0.5570,-1.0852,DONE
1783371090.53,-0.5570,-1.0852,DONE
1783371090.70,-0.5429,-1.1144,DONE
1783371090.79,-0.5429,-1.1144,DONE
1783371090.87,-0.5429,-1.1144,DONE
1783371090.99,-0.5394,-1.1920,DONE
1783371091.09,-0.5394,-1.1920,DONE
1783371091.23,-0.5390,-1.2075,DONE
1783371091.37,-0.5363,-1.2177,DONE
1783371091.50,-0.5363,-1.2177,DONE
1783371091.64,-0.5471,-1.2431,DONE
1783371091.75,-0.5471,-1.2431,DONE
1783371091.86,-0.5606,-1.2604,DONE
1783371092.00,-0.5606,-1.2604,DONE
1783371092.13,-0.5606,-1.2604,DONE
1783371092.26,-0.5657,-1.3046,DONE
1783371092.39,-0.5657,-1.3046,DONE
1783371092.50,-0.5657,-1.3046,DONE
1783371092.63,-0.5657,-1.3046,DONE
1783371092.75,-0.5657,-1.3046,DONE
1783371092.87,-0.5866,-1.3514,DONE
1783371092.99,-0.5866,-1.3514,DONE
1783371093.13,-0.5866,-1.3514,DONE
1783371093.24,-0.5866,-1.3514,DONE
1783371093.39,-0.6219,-1.4067,DONE
1783371093.53,-0.6219,-1.4067,DONE
1783371093.69,-0.6219,-1.4067,DONE
1783371093.81,-0.6219,-1.4067,DONE
1783371093.93,-0.6219,-1.4067,DONE
1783371094.04,-0.6459,-1.4596,DONE
1783371094.17,-0.6459,-1.4596,DONE
1783371094.23,-0.6459,-1.4596,DONE
1783371094.38,-0.6459,-1.4596,DONE
1783371094.52,-0.6459,-1.4596,DONE
1783371094.62,-0.6459,-1.4596,DONE
1783371094.76,-0.6459,-1.4596,DONE
1783371094.89,-0.6797,-1.5195,DONE
1783371095.02,-0.6797,-1.5195,DONE
1783371095.13,-0.6797,-1.5195,DONE
1783371095.27,-0.6797,-1.5195,DONE
1783371095.41,-0.6797,-1.5195,DONE
1783371095.51,-0.6797,-1.5195,DONE
1783371095.60,-0.6797,-1.5195,DONE
1783371095.76,-0.6797,-1.5195,DONE
1783371095.91,-0.6797,-1.5195,DONE
1783371096.02,-0.7023,-1.5688,DONE
1783371096.15,-0.7023,-1.5688,DONE
1783371096.28,-0.7023,-1.5688,DONE
1783371096.40,-0.7032,-1.5699,DONE
1783371096.55,-0.6779,-1.5645,DONE
1783371096.68,-0.6897,-1.5885,DONE
1783371096.76,-0.6897,-1.5885,DONE
1783371096.98,-0.7300,-1.6146,DONE
1783371097.07,-0.6979,-1.6089,DONE
1783371097.15,-0.7306,-1.6126,DONE
1783371097.29,-0.6571,-1.5496,DONE
1783371097.38,-0.6571,-1.5496,DONE
1783371097.50,-0.6571,-1.5496,DONE
1783371097.63,-0.6571,-1.5496,DONE
1783371097.73,-0.6571,-1.5496,DONE
1783371097.93,-0.6604,-1.5606,DONE
1783371098.10,-0.6731,-1.5858,DONE
1783371098.21,-0.6659,-1.5661,SEARCH_CONE
1783371098.28,-0.6790,-1.5991,DONE
1783371098.38,-0.6790,-1.5991,DONE
1783371098.52,-0.6835,-1.5657,DONE
1783371098.63,-0.6835,-1.5657,DONE
1783371098.74,-0.6728,-1.5878,DONE
1783371098.88,-0.6785,-1.6122,DONE
1783371099.02,-0.6609,-1.5934,DONE
1783371099.12,-0.6819,-1.5767,DONE
1783371099.25,-0.6829,-1.5531,DONE
1783371099.40,-0.6765,-1.5620,DONE
1783371099.51,-0.6537,-1.5525,DONE
1783371099.63,-0.6908,-1.5852,DONE
1783371099.75,-0.6908,-1.5852,DONE
1783371099.92,-0.7114,-1.5730,DONE
1783371100.05,-0.6982,-1.6092,DONE
1783371100.14,-0.7265,-1.5422,DONE
1783371100.27,-0.6836,-1.5684,DONE
1783371100.38,-0.6836,-1.5684,DONE
1783371100.53,-0.6945,-1.5844,DONE
1783371100.65,-0.6945,-1.5844,DONE
1783371100.74,-0.7061,-1.5876,DONE
1783371100.88,-0.7061,-1.5876,DONE
1783371101.02,-0.7061,-1.5876,DONE
1783371101.15,-0.7061,-1.5876,DONE
1783371101.28,-0.7061,-1.5876,DONE
1783371101.38,-0.7173,-1.5822,DONE
1783371101.52,-0.7055,-1.5885,DONE
1783371101.63,-0.7055,-1.5885,DONE
1783371101.77,-0.7092,-1.5891,DONE
1783371101.89,-0.7100,-1.5864,DONE
1783371101.99,-0.7100,-1.5864,DONE
1783371102.13,-0.7100,-1.5864,DONE
1783371102.26,-0.6930,-1.5851,DONE
1783371102.40,-0.6930,-1.5851,DONE
1783371102.51,-0.6930,-1.5851,DONE
1783371102.61,-0.7006,-1.6055,DONE
1783371102.77,-0.7006,-1.6055,DONE
1783371102.90,-0.7006,-1.6055,DONE
1783371102.99,-0.6970,-1.5937,DONE
1783371103.15,-0.6970,-1.5937,DONE
1783371103.29,-0.6955,-1.5889,DONE
1783371103.37,-0.6955,-1.5889,DONE
1783371103.51,-0.6955,-1.5889,DONE
1783371103.66,-0.6955,-1.5889,DONE
1783371103.75,-0.6955,-1.5889,DONE
1783371103.90,-0.6955,-1.5889,DONE
1783371104.01,-0.6955,-1.5889,DONE
1783371104.11,-0.7069,-1.5086,DONE
1783371104.27,-0.6857,-1.5649,DONE
1783371104.40,-0.6781,-1.5669,DONE
1783371104.49,-0.6781,-1.5669,DONE
1783371104.64,-0.7367,-1.5938,DONE
1783371104.79,-0.6912,-1.5769,DONE
1783371104.86,-0.7177,-1.5680,DONE
1783371105.03,-0.7025,-1.5819,DONE
1783371105.14,-0.6924,-1.5974,DONE
1783371105.28,-0.6940,-1.5964,DONE
1783371105.40,-0.6940,-1.5964,DONE
1783371105.54,-0.6505,-1.5973,DONE
1783371105.64,-0.6461,-1.5730,DONE
1783371105.79,-0.6461,-1.5730,DONE
1783371105.91,-0.6461,-1.5730,DONE
1783371106.02,-0.6601,-1.5724,DONE
1783371106.14,-0.6987,-1.5828,DONE
1783371106.27,-0.6966,-1.5463,DONE
1783371106.39,-0.6727,-1.5835,DONE
1783371106.51,-0.6774,-1.5629,DONE
1783371106.64,-0.6814,-1.5946,DONE
1783371106.77,-0.6814,-1.5946,DONE
1783371106.89,-0.6814,-1.5946,DONE
1783371107.03,-0.6814,-1.5946,DONE
1783371107.14,-0.6814,-1.5946,DONE
1783371107.28,-0.6814,-1.5946,DONE
1783371107.40,-0.6814,-1.5946,DONE
1783371107.55,-0.6910,-1.5459,DONE
1783371107.66,-0.7191,-1.5967,DONE
1783371107.78,-0.6604,-1.5357,DONE
1783371107.90,-0.6769,-1.6365,DONE
1783371108.01,-0.6612,-1.6295,DONE
1783371108.15,-0.7040,-1.5476,DONE
1783371108.29,-0.7142,-1.5729,DONE
1783371108.43,-0.7165,-1.6203,DONE
1783371108.56,-0.7220,-1.6350,DONE
1783371108.68,-0.6790,-1.6166,DONE
1783371108.81,-0.6909,-1.5971,DONE
1783371108.89,-0.6680,-1.6027,DONE
1783371109.03,-0.7100,-1.6069,DONE
1783371109.15,-0.6780,-1.5972,DONE
1783371109.27,-0.6734,-1.5977,DONE
1783371109.40,-0.6765,-1.5857,DONE
1783371109.53,-0.6773,-1.5862,DONE
1783371109.64,-0.6720,-1.5823,DONE
1783371109.76,-0.6921,-1.5731,DONE
1783371109.90,-0.6937,-1.6013,DONE
1783371110.02,-0.6917,-1.5815,DONE
1783371110.15,-0.7106,-1.5480,DONE
1783371110.25,-0.6936,-1.5785,DONE
1783371110.40,-0.6936,-1.5785,DONE
1783371110.55,-0.6826,-1.5660,DONE
1783371110.66,-0.6877,-1.5745,DONE
1783371110.77,-0.6877,-1.5745,DONE
1783371110.90,-0.6877,-1.5745,DONE
1783371111.02,-0.6877,-1.5745,DONE
1783371111.15,-0.6877,-1.5745,DONE
1783371111.29,-0.6877,-1.5745,DONE
1783371111.42,-0.6945,-1.5894,DONE
1783371111.58,-0.6898,-1.5974,DONE
1783371111.67,-0.6933,-1.6118,DONE
1783371111.78,-0.6933,-1.6118,DONE
1783371111.91,-0.6919,-1.6310,DONE
1783371112.05,-0.6919,-1.6310,DONE
1783371112.16,-0.6873,-1.6594,DONE
1783371112.34,-0.6889,-1.6791,DONE
1783371112.46,-0.6889,-1.6791,SEARCH_CONE
1783371112.55,-0.6889,-1.6791,DONE
1783371112.67,-0.6889,-1.6791,DONE
1783371112.79,-0.6889,-1.6791,DONE
1783371112.90,-0.6975,-1.7346,DONE
1783371113.03,-0.6975,-1.7346,DONE
1783371113.14,-0.6975,-1.7346,DONE
1783371113.28,-0.6975,-1.7346,DONE
1783371113.40,-0.7039,-1.7972,DONE
1783371113.51,-0.7039,-1.7972,DONE
1783371113.65,-0.7039,-1.7972,DONE
1783371113.77,-0.7039,-1.7972,DONE
1783371113.89,-0.7069,-1.8440,DONE
1783371114.03,-0.7069,-1.8440,DONE
1783371114.15,-0.7069,-1.8440,DONE
1783371114.28,-0.7069,-1.8440,DONE
1783371114.43,-0.7148,-1.9016,DONE
1783371114.55,-0.7148,-1.9016,DONE
1783371114.68,-0.7148,-1.9016,DONE
1783371114.78,-0.7148,-1.9016,DONE
1783371114.91,-0.7148,-1.9016,DONE
1783371115.03,-0.7175,-1.9623,DONE
1783371115.17,-0.7175,-1.9623,DONE
1783371115.28,-0.7175,-1.9623,DONE
1783371115.40,-0.7175,-1.9623,DONE
1783371115.54,-0.7203,-2.0146,DONE
1783371115.65,-0.7203,-2.0146,DONE
1783371115.78,-0.7203,-2.0146,DONE
1783371115.91,-0.7203,-2.0146,DONE
1783371116.02,-0.7203,-2.0146,DONE
1783371116.15,-0.7203,-2.0146,DONE
1783371116.27,-0.7280,-2.0653,DONE
1783371116.41,-0.7280,-2.0653,DONE
1783371116.53,-0.7280,-2.0653,DONE
1783371116.66,-0.7280,-2.0653,DONE
1783371116.79,-0.7280,-2.0653,DONE
1783371116.90,-0.7280,-2.0653,DONE
1783371117.02,-0.7224,-2.0944,DONE
1783371117.16,-0.7224,-2.0944,DONE
1783371117.28,-0.7224,-2.0944,DONE
1783371117.41,-0.7224,-2.0944,DONE
1783371117.53,-0.7224,-2.0944,DONE
1783371117.67,-0.7224,-2.0944,DONE
1783371117.79,-0.7224,-2.0944,DONE
1783371117.91,-0.7224,-2.0944,DONE
1783371118.05,-0.7224,-2.0944,DONE
1783371118.18,-0.7224,-2.0944,DONE
1783371118.28,-0.7224,-2.0944,DONE
1783371118.44,-0.7224,-2.0944,DONE
1783371118.56,-0.7224,-2.0944,DONE
1783371118.67,-0.7224,-2.0944,DONE
1783371118.79,-0.7129,-2.1177,DONE
1783371118.95,-0.7129,-2.1177,DONE
1783371119.02,-0.7129,-2.1177,DONE
1783371119.16,-0.7129,-2.1177,DONE
1783371119.29,-0.7020,-2.1713,DONE
1783371119.39,-0.7020,-2.1713,DONE
1783371119.53,-0.7020,-2.1713,DONE
1783371119.68,-0.7020,-2.1713,DONE
1783371119.80,-0.6957,-2.2359,DONE
1783371119.90,-0.6957,-2.2359,DONE
1783371120.02,-0.6957,-2.2359,DONE
1783371120.17,-0.6957,-2.2359,DONE
1783371120.27,-0.6957,-2.2359,DONE
1783371120.41,-0.6786,-2.2800,DONE
1783371120.55,-0.6786,-2.2800,DONE
1783371120.67,-0.6786,-2.2800,DONE
1783371120.79,-0.6786,-2.2800,DONE
1783371120.90,-0.6757,-2.3499,DONE
1783371121.09,-0.6757,-2.3499,DONE
1783371121.17,-0.6757,-2.3499,DONE
1783371121.27,-0.6757,-2.3499,DONE
1783371121.43,-0.6372,-2.3695,DONE
1783371121.53,-0.6372,-2.3695,DONE
1783371121.67,-0.6372,-2.3695,DONE
1783371121.78,-0.6372,-2.3695,DONE
1783371121.92,-0.6372,-2.3695,DONE
1783371122.04,-0.6372,-2.3695,DONE
1783371122.17,-0.6372,-2.3695,DONE
1783371122.30,-0.6317,-2.4448,DONE
1783371122.40,-0.6317,-2.4448,DONE
1783371122.57,-0.6317,-2.4448,DONE
1783371122.66,-0.6317,-2.4448,DONE
1783371122.84,-0.6317,-2.4448,DONE
1783371122.94,-0.6317,-2.4448,DONE
1783371123.03,-0.6317,-2.4448,DONE
1783371123.18,-0.6317,-2.4448,DONE
1783371123.30,-0.5994,-2.4941,DONE
1783371123.42,-0.5994,-2.4941,DONE
1783371123.54,-0.5994,-2.4941,DONE
1783371123.68,-0.5994,-2.4941,DONE
1783371123.80,-0.5994,-2.4941,DONE
1783371123.93,-0.5861,-2.5403,DONE
1783371124.07,-0.5861,-2.5403,DONE
1783371124.17,-0.5861,-2.5403,DONE
1783371124.28,-0.5861,-2.5403,DONE
1783371124.44,-0.5861,-2.5403,DONE
1783371124.56,-0.5652,-2.5832,DONE
1783371124.67,-0.5652,-2.5832,DONE
1783371124.81,-0.5652,-2.5832,DONE
1783371124.91,-0.5652,-2.5832,DONE
1783371125.07,-0.5531,-2.6374,DONE
1783371125.20,-0.5531,-2.6374,DONE
1783371125.31,-0.5531,-2.6374,DONE
1783371125.43,-0.5531,-2.6374,DONE
1783371125.55,-0.5531,-2.6374,DONE
1783371125.71,-0.5531,-2.6374,DONE
1783371125.79,-0.5531,-2.6374,DONE
1783371125.94,-0.5355,-2.6947,DONE
1783371126.06,-0.5355,-2.6947,DONE
1783371126.17,-0.5355,-2.6947,DONE
1783371126.29,-0.5355,-2.6947,DONE
1783371126.42,-0.5355,-2.6947,DONE
1783371126.57,-0.5152,-2.7523,DONE
1783371126.67,-0.5152,-2.7523,DONE
1783371126.83,-0.5152,-2.7523,DONE
1783371126.91,-0.5152,-2.7523,DONE
1783371127.06,-0.5061,-2.8013,DONE
1783371127.18,-0.5061,-2.8013,DONE
1783371127.33,-0.5061,-2.8013,DONE
1783371127.44,-0.4874,-2.8240,DONE
1783371127.54,-0.4874,-2.8240,DONE
1783371127.71,-0.4856,-2.8506,SEARCH_CONE
1783371127.79,-0.4856,-2.8506,DONE
1783371127.94,-0.4856,-2.8506,DONE
1783371128.06,-0.4707,-2.8864,DONE
1783371128.19,-0.4707,-2.8864,DONE
1783371128.31,-0.4707,-2.8864,DONE
1783371128.42,-0.4707,-2.8864,DONE
1783371128.62,-0.4358,-2.9317,DONE
1783371128.73,-0.4358,-2.9317,DONE
1783371128.79,-0.4358,-2.9317,DONE
1783371128.93,-0.4358,-2.9317,DONE
1783371129.06,-0.4358,-2.9317,DONE
1783371129.18,-0.3960,-2.9912,DONE
1783371129.32,-0.3960,-2.9912,DONE
1783371129.45,-0.3960,-2.9912,DONE
1783371129.55,-0.3960,-2.9912,DONE
1783371129.69,-0.3638,-3.0396,DONE
1783371129.83,-0.3638,-3.0396,DONE
1783371129.92,-0.3638,-3.0396,DONE
1783371130.06,-0.3638,-3.0396,DONE
1783371130.18,-0.3638,-3.0396,DONE
1783371130.31,-0.3297,-3.0835,DONE
1783371130.46,-0.3297,-3.0835,DONE
1783371130.56,-0.3297,-3.0835,DONE
1783371130.69,-0.3297,-3.0835,DONE
1783371130.80,-0.3297,-3.0835,DONE
1783371130.96,-0.3297,-3.0835,SEARCH_CONE
1783371131.05,-0.3297,-3.0835,DONE
1783371131.26,-0.2974,-3.1362,DONE
1783371131.39,-0.2974,-3.1362,DONE
1783371131.46,-0.2974,-3.1362,SEARCH_CONE
1783371131.56,-0.2974,-3.1362,DONE
1783371131.69,-0.2906,-3.1555,DONE
1783371131.82,-0.2906,-3.1555,DONE
1783371131.92,-0.2906,-3.1555,DONE
1783371132.06,-0.2906,-3.1555,DONE
1783371132.22,-0.2906,-3.1555,DONE
1783371132.33,-0.2906,-3.1555,DONE
1783371132.47,-0.2906,-3.1555,DONE
1783371132.56,-0.2906,-3.1555,DONE
1783371132.69,-0.2906,-3.1555,DONE
1783371132.82,-0.2906,-3.1555,DONE
1783371132.97,-0.2942,-3.1551,DONE
1783371133.07,-0.2942,-3.1551,DONE
1783371133.18,-0.2942,-3.1551,DONE
1783371133.32,-0.2544,-3.1343,DONE
1783371133.43,-0.2894,-3.1733,DONE
1783371133.58,-0.2761,-3.1724,DONE
1783371133.70,-0.2817,-3.1346,DONE
1783371133.82,-0.2940,-3.1591,DONE
1783371133.95,-0.2917,-3.1765,DONE
1783371134.04,-0.2737,-3.2328,DONE
1783371134.19,-0.2640,-3.2019,DONE
1783371134.32,-0.2600,-3.1861,DONE
1783371134.45,-0.3153,-3.1555,DONE
1783371134.57,-0.2934,-3.1614,DONE
1783371134.68,-0.2834,-3.1864,DONE
1783371134.84,-0.2834,-3.1864,DONE
1783371134.94,-0.2834,-3.1864,DONE
1783371135.08,-0.2903,-3.1220,DONE
1783371135.21,-0.2903,-3.1220,SEARCH_CONE
1783371135.32,-0.2903,-3.1220,DONE
1783371135.48,-0.3264,-3.1642,DONE
1783371135.56,-0.3139,-3.1580,DONE
1783371135.71,-0.3139,-3.1580,DONE
1783371135.82,-0.3242,-3.1842,DONE
1783371135.97,-0.3173,-3.1700,DONE
1783371136.06,-0.3014,-3.1602,DONE
1783371136.19,-0.3014,-3.1602,DONE
1783371136.32,-0.3014,-3.1602,DONE
1783371136.44,-0.3014,-3.1602,DONE
1783371136.57,-0.2994,-3.1435,DONE
1783371136.72,-0.2994,-3.1435,DONE
1783371136.85,-0.3377,-3.1567,DONE
1783371136.95,-0.3377,-3.1567,DONE
